Topologia,Avg_RSSI,DIO_Count,DIS_Count,Rank_Changes,PDR,Avg_Delay,Throughput_kbps,Energy_Consumed,Attack_Class
Grid_36,-64.3,28,3,4,21.34,14.4,7.92,0.36,Blackhole
Grid_36,-63.5,25,4,4,33.95,14.4,12.07,0.36,Blackhole
Grid_36,-66.3,28,3,2,43.15,14.4,14.97,0.36,Blackhole
Grid_36,-68.2,31,3,2,42.94,14.4,15.11,0.36,Blackhole
Grid_36,-63.9,27,4,5,32.42,14.4,13.44,0.36,Blackhole
Grid_36,-64.8,25,4,5,40.65,14.4,15.0,0.36,Blackhole
Grid_36,-66.2,28,4,2,42.76,14.4,13.92,0.36,Blackhole
Grid_36,-68.7,28,3,3,20.85,14.4,7.08,0.36,Blackhole
Grid_36,-63.9,29,3,1,33.21,14.4,11.38,0.36,Blackhole
Grid_36,-66.0,29,3,4,30.94,14.4,8.45,0.36,Blackhole
Grid_36,-66.6,28,2,2,26.22,14.4,7.73,0.36,Blackhole
Grid_36,-66.8,25,3,3,27.62,14.4,11.1,0.36,Blackhole
Grid_36,-66.5,31,2,1,36.27,14.4,13.98,0.36,Blackhole
Grid_36,-66.6,33,3,4,50.69,14.4,17.14,0.36,Blackhole
Grid_36,-65.7,34,4,3,32.95,14.4,10.39,0.36,Blackhole
Grid_36,-68.4,28,3,5,38.74,14.4,13.8,0.36,Blackhole
Grid_36,-62.8,31,3,1,35.05,14.4,11.74,0.36,Blackhole
Grid_36,-69.6,30,3,3,29.98,14.4,9.43,0.36,Blackhole
Grid_36,-65.1,29,3,3,24.25,14.4,7.51,0.36,Blackhole
Grid_36,-62.9,27,3,1,16.86,14.4,6.34,0.36,Blackhole
Grid_36,-65.9,28,3,4,42.45,14.4,16.59,0.36,Blackhole
Grid_36,-64.2,36,3,4,24.43,14.4,8.08,0.36,Blackhole
Grid_36,-64.2,30,3,2,43.58,14.4,14.82,0.36,Blackhole
Grid_36,-63.4,29,2,2,31.66,14.4,8.87,0.36,Blackhole
Grid_36,-63.6,26,3,3,31.71,14.4,8.62,0.36,Blackhole
Grid_36,-64.5,36,3,4,31.58,14.4,13.82,0.36,Blackhole
Grid_36,-66.4,27,3,3,31.09,14.4,10.09,0.36,Blackhole
Grid_36,-66.6,35,3,1,34.39,14.4,10.22,0.36,Blackhole
Grid_36,-64.8,24,4,3,26.9,14.4,8.68,0.36,Blackhole
Grid_36,-64.7,24,2,3,39.79,14.4,15.2,0.36,Blackhole
Grid_36,-62.3,29,3,3,36.81,14.4,12.23,0.36,Blackhole
Grid_36,-65.0,28,3,4,43.25,14.4,15.55,0.36,Blackhole
Grid_36,-60.3,27,4,3,31.2,14.4,10.33,0.36,Blackhole
Grid_36,-65.5,24,3,1,25.41,14.4,9.85,0.36,Blackhole
Grid_36,-65.6,29,3,3,47.25,14.4,15.76,0.36,Blackhole
Grid_36,-65.5,28,3,5,35.66,14.4,13.39,0.36,Blackhole
Grid_36,-64.4,32,3,3,34.15,14.4,12.64,0.36,Blackhole
Grid_36,-63.8,29,3,3,41.95,14.4,10.98,0.36,Blackhole
Grid_36,-64.3,27,3,4,39.04,14.4,12.16,0.36,Blackhole
Grid_36,-60.1,23,3,1,37.9,14.4,13.08,0.36,Blackhole
Grid_36,-66.2,35,4,2,25.07,14.4,9.27,0.36,Blackhole
Grid_36,-65.9,28,3,1,29.83,14.4,9.17,0.36,Blackhole
Grid_36,-64.7,23,3,3,40.77,14.4,11.71,0.36,Blackhole
Grid_36,-66.4,26,3,2,29.69,14.4,9.39,0.36,Blackhole
Grid_36,-66.9,25,4,2,19.47,14.4,6.04,0.36,Blackhole
Grid_36,-62.8,32,3,3,34.68,14.4,12.53,0.36,Blackhole
Grid_36,-64.3,29,3,2,35.67,14.4,12.4,0.36,Blackhole
Grid_36,-62.4,31,2,3,45.91,14.4,15.53,0.36,Blackhole
Grid_36,-67.0,26,3,5,38.91,14.4,13.4,0.36,Blackhole
Grid_36,-59.2,25,3,2,33.91,14.4,11.59,0.36,Blackhole
Grid_36,-66.8,29,4,5,27.15,14.4,8.65,0.36,Blackhole
Grid_36,-66.5,31,3,2,36.3,14.4,12.79,0.36,Blackhole
Grid_36,-63.8,27,3,4,25.38,14.4,9.42,0.36,Blackhole
Grid_36,-65.9,31,3,3,31.47,14.4,12.46,0.36,Blackhole
Grid_36,-63.9,29,3,4,36.13,14.4,11.07,0.36,Blackhole
Grid_36,-65.4,24,2,2,34.13,14.4,12.4,0.36,Blackhole
Grid_36,-66.6,29,3,1,32.4,14.4,14.91,0.36,Blackhole
Grid_36,-65.8,27,3,4,37.64,14.4,15.73,0.36,Blackhole
Grid_36,-66.2,24,3,1,26.96,14.4,8.21,0.36,Blackhole
Grid_36,-64.7,25,4,3,44.34,14.4,13.73,0.36,Blackhole
Grid_36,-68.1,30,3,3,32.95,14.4,10.92,0.36,Blackhole
Grid_36,-65.6,30,3,3,27.4,14.4,8.87,0.36,Blackhole
Grid_36,-62.6,27,3,4,35.29,14.4,15.39,0.36,Blackhole
Grid_36,-67.5,31,3,4,47.71,14.4,17.66,0.36,Blackhole
Grid_36,-64.2,30,4,2,40.43,14.4,12.66,0.36,Blackhole
Grid_36,-60.5,29,3,3,28.28,14.4,8.18,0.36,Blackhole
Grid_36,-68.0,28,4,2,38.58,14.4,12.45,0.36,Blackhole
Grid_36,-67.7,25,3,3,51.14,14.4,15.52,0.36,Blackhole
Grid_36,-68.4,26,4,1,44.02,14.4,17.1,0.36,Blackhole
Grid_36,-66.2,26,3,2,29.59,14.4,11.14,0.36,Blackhole
Grid_36,-64.0,27,3,2,36.04,14.4,12.04,0.36,Blackhole
Grid_36,-62.6,34,3,1,30.88,14.4,9.93,0.36,Blackhole
Grid_36,-65.7,29,3,4,25.29,14.4,9.28,0.36,Blackhole
Grid_36,-63.2,32,3,3,35.35,14.4,11.49,0.36,Blackhole
Grid_36,-66.1,28,3,2,36.91,14.4,12.58,0.36,Blackhole
Grid_36,-68.9,25,2,2,36.04,14.4,12.67,0.36,Blackhole
Grid_36,-63.4,28,4,2,38.52,14.4,13.05,0.36,Blackhole
Grid_36,-65.6,25,2,3,41.44,14.4,13.83,0.36,Blackhole
Grid_36,-64.1,30,4,5,34.54,14.4,12.44,0.36,Blackhole
Grid_36,-69.7,28,2,2,30.68,14.4,7.81,0.36,Blackhole
Grid_36,-66.7,30,4,1,30.12,14.4,10.88,0.36,Blackhole
Grid_36,-67.0,35,3,2,37.65,14.4,14.29,0.36,Blackhole
Grid_36,-65.7,28,4,1,37.82,14.4,12.79,0.36,Blackhole
Grid_36,-66.4,26,3,3,37.85,14.4,13.65,0.36,Blackhole
Grid_36,-65.2,30,4,3,31.2,14.4,11.89,0.36,Blackhole
Grid_36,-64.7,24,3,1,38.95,14.4,14.14,0.36,Blackhole
Grid_36,-63.4,32,3,3,27.46,14.4,10.48,0.36,Blackhole
Grid_36,-67.4,28,4,3,27.46,14.4,9.47,0.36,Blackhole
Grid_36,-64.2,28,3,3,32.94,14.4,11.44,0.36,Blackhole
Grid_36,-68.9,29,3,3,33.01,14.4,11.98,0.36,Blackhole
Grid_36,-61.8,31,3,3,34.78,14.4,12.94,0.36,Blackhole
Grid_36,-63.0,27,3,3,45.72,14.4,16.77,0.36,Blackhole
Grid_36,-62.5,28,4,4,24.74,14.4,6.78,0.36,Blackhole
Grid_36,-61.0,33,4,1,31.29,14.4,10.66,0.36,Blackhole
Grid_36,-67.5,31,2,2,48.75,14.4,18.35,0.36,Blackhole
Grid_36,-65.6,28,3,4,39.09,14.4,14.86,0.36,Blackhole
Grid_36,-65.3,30,2,2,53.4,14.4,19.73,0.36,Blackhole
Grid_36,-65.2,30,4,3,44.22,14.4,16.52,0.36,Blackhole
Grid_36,-67.3,30,3,3,35.18,14.4,13.53,0.36,Blackhole
Grid_36,-67.5,23,3,3,40.58,14.4,12.32,0.36,Blackhole
Grid_36,-65.8,29,4,3,36.42,14.4,12.31,0.36,Blackhole
Grid_36,-67.0,28,2,3,36.68,14.4,14.61,0.36,Blackhole
Grid_36,-65.8,31,3,2,33.3,14.4,11.6,0.36,Blackhole
Grid_36,-61.9,28,3,3,41.26,14.4,15.64,0.36,Blackhole
Grid_36,-65.6,33,2,5,26.01,14.4,7.21,0.36,Blackhole
Grid_36,-65.5,31,3,4,39.18,14.4,11.0,0.36,Blackhole
Grid_36,-65.7,29,3,4,20.37,14.4,6.99,0.36,Blackhole
Grid_36,-63.0,26,3,5,48.54,14.4,17.54,0.36,Blackhole
Grid_36,-68.1,27,3,1,43.59,14.4,15.43,0.36,Blackhole
Grid_36,-63.2,26,3,5,26.88,14.4,10.34,0.36,Blackhole
Grid_36,-63.3,27,2,2,17.58,14.4,5.86,0.36,Blackhole
Grid_36,-65.8,31,3,3,28.38,14.4,7.34,0.36,Blackhole
Grid_36,-67.0,28,3,4,35.92,14.4,12.14,0.36,Blackhole
Grid_36,-64.8,26,3,4,42.71,14.4,14.9,0.36,Blackhole
Grid_36,-67.4,28,3,1,36.54,14.4,13.72,0.36,Blackhole
Grid_36,-62.0,30,4,2,15.68,14.4,4.42,0.36,Blackhole
Grid_36,-65.0,28,4,1,36.28,14.4,14.83,0.36,Blackhole
Grid_36,-65.6,28,3,4,35.12,14.4,10.51,0.36,Blackhole
Grid_36,-61.9,30,3,5,33.55,14.4,10.21,0.36,Blackhole
Grid_36,-62.8,32,2,2,26.25,14.4,8.79,0.36,Blackhole
Grid_36,-65.9,27,3,1,33.33,14.4,8.65,0.36,Blackhole
Grid_36,-62.8,29,3,4,32.1,14.4,11.95,0.36,Blackhole
Grid_36,-66.3,29,4,4,29.76,14.4,9.95,0.36,Blackhole
Grid_36,-62.5,27,3,2,36.31,14.4,12.23,0.36,Blackhole
Grid_36,-64.9,35,3,3,30.77,14.4,10.87,0.36,Blackhole
Grid_36,-65.8,28,3,4,31.23,14.4,12.73,0.36,Blackhole
Grid_36,-66.9,25,3,2,30.87,14.4,11.14,0.36,Blackhole
Grid_36,-62.7,25,3,3,43.02,14.4,18.63,0.36,Blackhole
Grid_36,-64.3,28,3,4,42.83,14.4,14.12,0.36,Blackhole
Grid_36,-66.5,21,4,3,30.88,14.4,10.28,0.36,Blackhole
Grid_36,-62.5,29,2,3,32.51,14.4,12.17,0.36,Blackhole
Grid_36,-65.2,30,3,2,32.95,14.4,9.16,0.36,Blackhole
Grid_36,-67.3,29,2,2,35.52,14.4,14.03,0.36,Blackhole
Grid_36,-65.9,30,2,3,32.91,14.4,11.62,0.36,Blackhole
Grid_36,-63.0,26,3,3,39.66,14.4,17.51,0.36,Blackhole
Grid_36,-64.6,29,2,2,36.03,14.4,13.0,0.36,Blackhole
Grid_36,-61.9,26,2,4,39.68,14.4,14.03,0.36,Blackhole
Grid_36,-65.1,27,3,5,29.91,14.4,10.61,0.36,Blackhole
Grid_36,-62.6,30,3,3,36.38,14.4,13.27,0.36,Blackhole
Grid_36,-67.8,31,3,4,31.33,14.4,11.33,0.36,Blackhole
Grid_36,-70.1,29,3,4,23.99,14.4,7.9,0.36,Blackhole
Grid_36,-65.9,25,3,5,36.82,14.4,13.42,0.36,Blackhole
Grid_36,-63.4,32,3,3,40.39,14.4,13.91,0.36,Blackhole
Grid_36,-61.0,28,4,2,51.83,14.4,16.02,0.36,Blackhole
Grid_36,-61.7,31,3,4,48.5,14.4,17.31,0.36,Blackhole
Grid_36,-64.1,29,2,4,45.9,14.4,19.31,0.36,Blackhole
Grid_36,-66.5,33,3,2,17.68,14.4,5.79,0.36,Blackhole
Grid_36,-65.7,28,2,2,30.22,14.4,9.2,0.36,Blackhole
Grid_36,-66.8,27,4,2,47.73,14.4,15.78,0.36,Blackhole
Grid_36,-62.3,30,4,1,32.68,14.4,10.09,0.36,Blackhole
Grid_36,-64.7,31,3,4,42.34,14.4,13.1,0.36,Blackhole
Grid_36,-65.6,28,3,3,38.02,14.4,13.54,0.36,Blackhole
Grid_36,-66.9,26,2,1,26.35,14.4,7.89,0.36,Blackhole
Grid_36,-66.0,33,4,2,31.67,14.4,9.34,0.36,Blackhole
Grid_36,-66.7,25,4,2,39.12,14.4,15.4,0.36,Blackhole
Grid_36,-61.9,35,4,3,42.04,14.4,17.09,0.36,Blackhole
Grid_36,-64.7,25,4,4,41.42,14.4,14.6,0.36,Blackhole
Grid_36,-68.5,29,3,1,29.45,14.4,10.83,0.36,Blackhole
Grid_36,-61.6,30,2,2,39.35,14.4,14.6,0.36,Blackhole
Grid_36,-65.4,24,4,3,46.48,14.4,17.08,0.36,Blackhole
Grid_36,-66.3,29,3,3,33.35,14.4,14.07,0.36,Blackhole
Grid_36,-65.1,25,4,4,36.47,14.4,14.28,0.36,Blackhole
Grid_36,-64.6,26,3,5,49.06,14.4,13.6,0.36,Blackhole
Grid_36,-62.7,28,3,2,31.79,14.4,11.88,0.36,Blackhole
Grid_36,-66.3,24,3,5,41.29,14.4,15.51,0.36,Blackhole
Grid_36,-61.2,27,4,3,23.52,14.4,7.63,0.36,Blackhole
Grid_36,-65.5,32,3,1,33.46,14.4,13.41,0.36,Blackhole
Grid_36,-64.1,27,4,2,29.93,14.4,9.58,0.36,Blackhole
Grid_36,-65.7,30,3,3,30.06,14.4,10.71,0.36,Blackhole
Grid_36,-66.7,33,4,3,39.01,14.4,12.87,0.36,Blackhole
Grid_36,-66.7,31,3,2,33.1,14.4,10.05,0.36,Blackhole
Grid_36,-64.1,30,4,4,38.46,14.4,13.79,0.36,Blackhole
Grid_36,-65.9,32,4,3,37.73,14.4,12.22,0.36,Blackhole
Grid_36,-66.4,30,4,2,31.04,14.4,8.15,0.36,Blackhole
Grid_36,-65.7,30,2,4,36.68,14.4,13.95,0.36,Blackhole
Grid_36,-64.4,31,4,3,29.28,14.4,10.26,0.36,Blackhole
Grid_36,-66.6,31,3,4,38.8,14.4,13.18,0.36,Blackhole
Grid_36,-64.6,28,4,3,36.22,14.4,10.87,0.36,Blackhole
Grid_36,-61.7,27,3,1,32.74,14.4,11.3,0.36,Blackhole
Grid_36,-63.4,29,1,4,36.93,14.4,13.5,0.36,Blackhole
Grid_36,-62.6,29,2,2,25.27,14.4,9.62,0.36,Blackhole
Grid_36,-66.1,31,3,3,34.15,14.4,14.01,0.36,Blackhole
Grid_36,-67.4,33,4,2,29.46,14.4,10.91,0.36,Blackhole
Grid_36,-67.3,29,2,3,34.04,14.4,11.85,0.36,Blackhole
Grid_36,-62.5,27,4,4,36.21,14.4,13.32,0.36,Blackhole
Grid_36,-62.5,27,3,2,48.02,14.4,15.82,0.36,Blackhole
Grid_36,-66.8,27,4,3,42.72,14.4,13.46,0.36,Blackhole
Grid_36,-64.7,26,3,3,34.17,14.4,12.07,0.36,Blackhole
Grid_36,-64.3,24,3,4,32.98,14.4,9.8,0.36,Blackhole
Grid_36,-65.1,24,3,3,29.62,14.4,8.82,0.36,Blackhole
Grid_36,-63.5,23,4,1,28.87,14.4,12.14,0.36,Blackhole
Grid_36,-66.6,27,4,4,44.62,14.4,16.77,0.36,Blackhole
Grid_36,-62.2,31,2,3,28.56,14.4,11.11,0.36,Blackhole
Grid_36,-62.3,25,3,4,25.2,14.4,9.66,0.36,Blackhole
Grid_36,-65.4,29,3,4,45.1,14.4,18.44,0.36,Blackhole
Grid_36,-63.8,27,4,4,37.25,14.4,12.78,0.36,Blackhole
Grid_36,-66.2,28,4,3,35.46,14.4,10.45,0.36,Blackhole
Grid_36,-64.9,29,3,2,37.71,14.4,16.98,0.36,Blackhole
Grid_36,-63.2,24,4,2,27.04,14.4,8.62,0.36,Blackhole
Grid_36,-62.9,30,3,3,39.48,14.4,15.3,0.36,Blackhole
Grid_36,-66.0,31,3,2,37.5,14.4,10.11,0.36,Blackhole
Grid_36,-65.9,29,3,3,31.15,14.4,10.65,0.36,Blackhole
Grid_36,-64.6,22,2,1,42.16,14.4,12.57,0.36,Blackhole
Grid_36,-65.2,29,3,2,44.81,14.4,14.57,0.36,Blackhole
Grid_36,-63.5,27,3,5,36.09,14.4,12.88,0.36,Blackhole
Grid_36,-63.9,31,3,1,22.32,14.4,8.15,0.36,Blackhole
Grid_36,-64.9,28,3,1,33.41,14.4,13.0,0.36,Blackhole
Grid_36,-65.8,32,2,3,41.24,14.4,14.54,0.36,Blackhole
Grid_36,-65.0,29,3,3,51.39,14.4,12.82,0.36,Blackhole
Grid_36,-62.0,30,3,2,39.16,14.4,11.91,0.36,Blackhole
Grid_36,-65.9,31,2,12,83.33,8.64,36.53,0.36,Wormhole
Grid_36,-64.6,29,3,24,91.56,8.64,39.45,0.36,Wormhole
Grid_36,-65.8,29,3,24,82.25,8.64,40.13,0.36,Wormhole
Grid_36,-62.0,31,2,23,87.69,8.64,46.17,0.36,Wormhole
Grid_36,-63.4,31,3,18,81.58,8.64,39.69,0.36,Wormhole
Grid_36,-62.3,27,3,21,88.39,8.64,46.4,0.36,Wormhole
Grid_36,-68.2,27,2,22,85.06,8.64,38.68,0.36,Wormhole
Grid_36,-67.2,28,3,17,87.54,8.64,38.14,0.36,Wormhole
Grid_36,-66.6,30,2,12,85.39,8.64,40.49,0.36,Wormhole
Grid_36,-61.8,30,3,16,84.36,8.64,38.5,0.36,Wormhole
Grid_36,-66.6,30,4,24,86.57,8.64,49.2,0.36,Wormhole
Grid_36,-64.2,28,3,17,82.0,8.64,41.97,0.36,Wormhole
Grid_36,-65.5,26,3,17,83.2,8.64,40.62,0.36,Wormhole
Grid_36,-64.1,25,3,16,80.83,8.64,41.15,0.36,Wormhole
Grid_36,-66.9,30,3,24,86.11,8.64,35.76,0.36,Wormhole
Grid_36,-66.1,29,3,19,74.64,8.64,44.86,0.36,Wormhole
Grid_36,-64.5,27,3,24,86.4,8.64,42.22,0.36,Wormhole
Grid_36,-67.4,30,2,16,77.68,8.64,47.62,0.36,Wormhole
Grid_36,-67.8,32,3,18,86.23,8.64,45.83,0.36,Wormhole
Grid_36,-67.0,27,3,23,89.98,8.64,40.85,0.36,Wormhole
Grid_36,-66.1,31,3,23,79.14,8.64,53.82,0.36,Wormhole
Grid_36,-64.9,28,3,18,83.38,8.64,44.56,0.36,Wormhole
Grid_36,-63.9,35,3,22,87.29,8.64,41.48,0.36,Wormhole
Grid_36,-66.4,27,2,14,79.3,8.64,45.75,0.36,Wormhole
Grid_36,-67.5,25,4,12,83.89,8.64,46.96,0.36,Wormhole
Grid_36,-63.6,30,3,24,82.11,8.64,38.45,0.36,Wormhole
Grid_36,-64.1,24,3,12,83.23,8.64,40.77,0.36,Wormhole
Grid_36,-63.7,30,2,16,79.53,8.64,50.32,0.36,Wormhole
Grid_36,-66.5,31,3,20,85.92,8.64,39.59,0.36,Wormhole
Grid_36,-61.2,29,3,22,84.37,8.64,33.25,0.36,Wormhole
Grid_36,-66.2,29,3,20,80.6,8.64,40.33,0.36,Wormhole
Grid_36,-63.1,27,3,14,83.51,8.64,42.88,0.36,Wormhole
Grid_36,-66.2,32,2,16,80.39,8.64,39.77,0.36,Wormhole
Grid_36,-64.6,34,2,21,88.65,8.64,42.04,0.36,Wormhole
Grid_36,-64.7,32,3,12,74.12,8.64,41.61,0.36,Wormhole
Grid_36,-66.7,29,3,24,82.35,8.64,45.86,0.36,Wormhole
Grid_36,-68.2,28,4,16,88.47,8.64,46.58,0.36,Wormhole
Grid_36,-67.9,28,4,23,82.27,8.64,42.25,0.36,Wormhole
Grid_36,-62.3,29,3,17,84.05,8.64,33.81,0.36,Wormhole
Grid_36,-63.2,24,4,21,88.9,8.64,42.68,0.36,Wormhole
Grid_36,-66.4,27,3,12,81.39,8.64,46.25,0.36,Wormhole
Grid_36,-65.6,28,3,23,86.13,8.64,40.78,0.36,Wormhole
Grid_36,-63.3,31,3,17,81.69,8.64,42.75,0.36,Wormhole
Grid_36,-60.5,27,3,19,81.93,8.64,43.25,0.36,Wormhole
Grid_36,-61.5,30,3,18,84.23,8.64,41.28,0.36,Wormhole
Grid_36,-65.4,29,3,18,86.77,8.64,49.97,0.36,Wormhole
Grid_36,-65.9,30,3,21,83.14,8.64,41.75,0.36,Wormhole
Grid_36,-64.8,29,3,24,88.75,8.64,45.14,0.36,Wormhole
Grid_36,-60.9,29,4,12,83.74,8.64,45.78,0.36,Wormhole
Grid_36,-65.2,27,3,22,78.89,8.64,41.49,0.36,Wormhole
Grid_36,-65.3,31,4,22,83.85,8.64,43.41,0.36,Wormhole
Grid_36,-67.2,31,2,14,85.45,8.64,46.41,0.36,Wormhole
Grid_36,-65.4,32,3,21,80.25,8.64,42.61,0.36,Wormhole
Grid_36,-66.5,27,3,16,86.99,8.64,45.28,0.36,Wormhole
Grid_36,-63.2,30,2,22,81.8,8.64,46.62,0.36,Wormhole
Grid_36,-63.8,28,3,22,78.87,8.64,32.43,0.36,Wormhole
Grid_36,-65.1,31,3,18,81.14,8.64,34.15,0.36,Wormhole
Grid_36,-63.7,30,2,19,80.06,8.64,45.83,0.36,Wormhole
Grid_36,-65.9,32,4,16,78.11,8.64,47.18,0.36,Wormhole
Grid_36,-64.7,27,3,12,77.55,8.64,41.68,0.36,Wormhole
Grid_36,-62.8,29,4,23,85.27,8.64,51.25,0.36,Wormhole
Grid_36,-66.9,30,3,16,83.42,8.64,44.61,0.36,Wormhole
Grid_36,-63.6,25,3,24,89.05,8.64,37.53,0.36,Wormhole
Grid_36,-64.1,27,3,12,77.77,8.64,43.25,0.36,Wormhole
Grid_36,-64.3,23,2,16,78.53,8.64,41.44,0.36,Wormhole
Grid_36,-62.5,26,4,21,80.67,8.64,36.02,0.36,Wormhole
Grid_36,-60.9,28,3,20,82.36,8.64,38.72,0.36,Wormhole
Grid_36,-65.9,29,3,13,78.8,8.64,45.45,0.36,Wormhole
Grid_36,-63.4,31,4,12,80.51,8.64,36.39,0.36,Wormhole
Grid_36,-66.8,26,4,19,90.0,8.64,47.33,0.36,Wormhole
Grid_36,-65.4,32,3,19,79.96,8.64,42.61,0.36,Wormhole
Grid_36,-66.3,25,3,21,81.42,8.64,38.63,0.36,Wormhole
Grid_36,-65.7,25,3,13,86.98,8.64,33.41,0.36,Wormhole
Grid_36,-64.4,27,4,13,81.32,8.64,37.39,0.36,Wormhole
Grid_36,-64.1,29,2,16,81.89,8.64,43.95,0.36,Wormhole
Grid_36,-68.3,26,3,20,80.5,8.64,48.54,0.36,Wormhole
Grid_36,-65.6,28,3,13,85.44,8.64,32.49,0.36,Wormhole
Grid_36,-64.2,29,3,22,79.58,8.64,50.3,0.36,Wormhole
Grid_36,-63.7,30,4,12,87.18,8.64,46.41,0.36,Wormhole
Grid_36,-67.9,31,3,13,79.73,8.64,36.42,0.36,Wormhole
Grid_36,-62.2,29,4,21,79.59,8.64,42.5,0.36,Wormhole
Grid_36,-68.0,27,3,19,84.62,8.64,48.8,0.36,Wormhole
Grid_36,-66.4,28,3,14,81.01,8.64,52.15,0.36,Wormhole
Grid_36,-61.1,29,4,18,83.12,8.64,41.07,0.36,Wormhole
Grid_36,-64.6,28,2,19,88.2,8.64,36.45,0.36,Wormhole
Grid_36,-64.9,24,3,18,92.84,8.64,34.76,0.36,Wormhole
Grid_36,-60.4,27,4,16,83.17,8.64,32.7,0.36,Wormhole
Grid_36,-66.4,26,4,20,77.84,8.64,46.97,0.36,Wormhole
Grid_36,-62.4,28,3,17,90.63,8.64,38.42,0.36,Wormhole
Grid_36,-64.6,26,3,12,78.2,8.64,38.17,0.36,Wormhole
Grid_36,-65.8,30,4,12,81.57,8.64,35.98,0.36,Wormhole
Grid_36,-67.6,26,2,16,79.44,8.64,46.59,0.36,Wormhole
Grid_36,-64.4,29,3,16,84.17,8.64,40.67,0.36,Wormhole
Grid_36,-64.1,26,3,16,84.16,8.64,46.6,0.36,Wormhole
Grid_36,-66.3,26,3,15,85.84,8.64,38.79,0.36,Wormhole
Grid_36,-60.4,31,3,20,76.17,8.64,41.48,0.36,Wormhole
Grid_36,-68.0,33,3,21,86.31,8.64,43.31,0.36,Wormhole
Grid_36,-64.5,23,3,13,83.05,8.64,42.7,0.36,Wormhole
Grid_36,-67.7,25,3,15,88.23,8.64,40.34,0.36,Wormhole
Grid_36,-65.2,26,4,14,82.71,8.64,44.1,0.36,Wormhole
Grid_36,-68.2,32,3,19,84.51,8.64,36.93,0.36,Wormhole
Grid_36,-62.9,29,3,23,92.98,8.64,45.32,0.36,Wormhole
Grid_36,-62.6,25,3,16,83.25,8.64,40.97,0.36,Wormhole
Grid_36,-67.4,28,3,20,83.6,8.64,45.05,0.36,Wormhole
Grid_36,-67.5,25,2,16,78.11,8.64,40.93,0.36,Wormhole
Grid_36,-63.2,26,2,21,85.84,8.64,36.37,0.36,Wormhole
Grid_36,-65.5,31,3,16,86.08,8.64,41.97,0.36,Wormhole
Grid_36,-65.4,26,3,24,81.21,8.64,46.31,0.36,Wormhole
Grid_36,-66.5,29,3,24,82.01,8.64,37.24,0.36,Wormhole
Grid_36,-62.3,30,2,20,83.05,8.64,41.7,0.36,Wormhole
Grid_36,-63.6,29,3,14,81.2,8.64,51.94,0.36,Wormhole
Grid_36,-63.6,26,3,12,80.16,8.64,48.33,0.36,Wormhole
Grid_36,-63.3,31,2,14,79.07,8.64,50.36,0.36,Wormhole
Grid_36,-65.8,26,3,16,85.86,8.64,34.98,0.36,Wormhole
Grid_36,-65.3,25,3,18,85.88,8.64,42.01,0.36,Wormhole
Grid_36,-65.3,31,3,18,83.57,8.64,37.47,0.36,Wormhole
Grid_36,-61.7,30,3,15,87.69,8.64,41.11,0.36,Wormhole
Grid_36,-64.7,31,3,12,78.02,8.64,41.72,0.36,Wormhole
Grid_36,-63.7,25,3,17,93.2,8.64,39.18,0.36,Wormhole
Grid_36,-66.1,26,3,19,81.96,8.64,41.33,0.36,Wormhole
Grid_36,-63.4,25,3,22,83.53,8.64,43.58,0.36,Wormhole
Grid_36,-67.6,26,4,18,87.15,8.64,41.92,0.36,Wormhole
Grid_36,-67.0,30,2,22,84.65,8.64,42.75,0.36,Wormhole
Grid_36,-64.3,30,3,18,86.28,8.64,35.18,0.36,Wormhole
Grid_36,-62.8,24,3,18,84.23,8.64,35.61,0.36,Wormhole
Grid_36,-63.0,27,3,22,81.52,8.64,45.62,0.36,Wormhole
Grid_36,-65.1,22,3,19,88.72,8.64,45.51,0.36,Wormhole
Grid_36,-68.9,32,3,18,84.51,8.64,39.01,0.36,Wormhole
Grid_36,-63.7,31,3,13,78.79,8.64,43.69,0.36,Wormhole
Grid_36,-61.9,27,2,16,81.28,8.64,37.2,0.36,Wormhole
Grid_36,-64.5,33,3,22,83.94,8.64,46.88,0.36,Wormhole
Grid_36,-65.1,30,3,22,79.99,8.64,35.04,0.36,Wormhole
Grid_36,-66.8,28,3,20,81.73,8.64,37.96,0.36,Wormhole
Grid_36,-62.4,36,3,16,85.08,8.64,43.12,0.36,Wormhole
Grid_36,-61.8,30,4,13,84.01,8.64,43.91,0.36,Wormhole
Grid_36,-63.2,31,2,24,87.5,8.64,40.64,0.36,Wormhole
Grid_36,-63.1,31,3,13,87.46,8.64,44.27,0.36,Wormhole
Grid_36,-66.6,28,3,21,81.42,8.64,42.2,0.36,Wormhole
Grid_36,-66.9,25,3,22,82.94,8.64,41.22,0.36,Wormhole
Grid_36,-66.9,34,3,20,78.41,8.64,41.61,0.36,Wormhole
Grid_36,-64.0,30,3,13,85.72,8.64,52.16,0.36,Wormhole
Grid_36,-61.3,28,3,14,88.82,8.64,41.07,0.36,Wormhole
Grid_36,-61.7,28,3,24,82.65,8.64,39.48,0.36,Wormhole
Grid_36,-65.2,32,4,23,85.08,8.64,46.44,0.36,Wormhole
Grid_36,-66.1,30,3,22,87.07,8.64,37.12,0.36,Wormhole
Grid_36,-67.1,28,3,16,84.39,8.64,36.62,0.36,Wormhole
Grid_36,-65.1,27,3,22,81.12,8.64,38.43,0.36,Wormhole
